epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
93,8405.69,1.39009,1.04414,1.13541,0.51656,0.41206,0.42531,0.26097,1.34539,1.03575,1.09686,0.02344,0.02344,0.02344
94,8485.51,1.36477,1.02996,1.12731,0.52894,0.40393,0.42489,0.26087,1.347,1.03776,1.09749,0.02326,0.02326,0.02326
95,8565.07,1.36327,1.02362,1.1319,0.52834,0.40639,0.42491,0.26137,1.34585,1.03502,1.09755,0.02308,0.02308,0.02308
96,8646.7,1.36608,1.03094,1.12861,0.52444,0.40563,0.42385,0.26081,1.34422,1.03524,1.09633,0.0229,0.0229,0.0229
97,8725.68,1.37434,1.03713,1.13525,0.51963,0.40793,0.42481,0.26102,1.34561,1.03534,1.09669,0.02272,0.02272,0.02272
98,8804.38,1.38186,1.04768,1.13863,0.52372,0.41441,0.4284,0.26334,1.34442,1.03277,1.09653,0.02254,0.02254,0.02254
99,8884.29,1.36136,1.02321,1.13114,0.53021,0.40994,0.42786,0.26326,1.34335,1.03092,1.09516,0.02236,0.02236,0.02236
100,8964.98,1.36174,1.02106,1.1281,0.54224,0.40617,0.42873,0.26302,1.34197,1.03334,1.09523,0.02218,0.02218,0.02218
101,9045.07,1.35597,1.00738,1.1282,0.52952,0.40864,0.42869,0.26354,1.34196,1.0304,1.09443,0.022,0.022,0.022
102,9200.35,1.35642,1.0204,1.12278,0.53157,0.40705,0.42817,0.2627,1.34297,1.0304,1.09475,0.02182,0.02182,0.02182
103,9281.15,1.37159,1.0255,1.12955,0.54238,0.40613,0.42934,0.26416,1.34091,1.02647,1.09401,0.02164,0.02164,0.02164
104,9361.56,1.35732,1.0182,1.12506,0.54015,0.40372,0.4292,0.26391,1.34221,1.02801,1.0953,0.02146,0.02146,0.02146
105,9441.19,1.37093,1.02839,1.11861,0.52685,0.41508,0.43041,0.26563,1.34117,1.02456,1.09497,0.02128,0.02128,0.02128
106,9520.14,1.36206,1.01622,1.13508,0.52397,0.41322,0.4303,0.2654,1.33813,1.02426,1.09389,0.0211,0.0211,0.0211
107,9600.74,1.36628,1.01965,1.12214,0.53005,0.41243,0.43046,0.26584,1.33634,1.01888,1.09349,0.02092,0.02092,0.02092
108,9678.83,1.37837,1.01734,1.12585,0.53509,0.41342,0.43158,0.26645,1.33521,1.019,1.09259,0.02074,0.02074,0.02074
109,9761.81,1.32671,0.9831,1.12125,0.53896,0.41095,0.43057,0.26638,1.33396,1.02017,1.09187,0.02056,0.02056,0.02056
110,9844.2,1.35042,1.00375,1.12618,0.53871,0.41032,0.43008,0.26626,1.33308,1.02076,1.09127,0.02038,0.02038,0.02038
111,9924.04,1.3433,0.99649,1.11704,0.54127,0.41131,0.43198,0.26754,1.33258,1.01979,1.09093,0.0202,0.0202,0.0202
112,10003.1,1.33523,0.99933,1.1122,0.53346,0.41683,0.43344,0.26804,1.3353,1.01933,1.0915,0.02002,0.02002,0.02002
113,10128.4,1.36244,1.01576,1.12653,0.53687,0.41339,0.43403,0.26769,1.33506,1.01981,1.09126,0.01984,0.01984,0.01984
114,10210.2,1.35136,1.00383,1.12874,0.53468,0.41146,0.43332,0.267,1.33469,1.01941,1.09115,0.01966,0.01966,0.01966
115,10291.2,1.34142,0.99426,1.12366,0.53602,0.4148,0.4341,0.26788,1.33447,1.01753,1.09057,0.01948,0.01948,0.01948
116,10372,1.32634,0.98844,1.11451,0.5429,0.41189,0.43411,0.26822,1.33247,1.01839,1.09001,0.0193,0.0193,0.0193
117,10452.6,1.35395,0.99213,1.12169,0.54017,0.41376,0.43475,0.26858,1.33187,1.01595,1.08999,0.01912,0.01912,0.01912
118,10588.3,1.34778,0.99985,1.11656,0.54404,0.4145,0.43636,0.26992,1.33162,1.01505,1.08969,0.01894,0.01894,0.01894
119,10667.2,1.34223,1.00253,1.12134,0.54478,0.41574,0.43711,0.27022,1.32981,1.01501,1.08879,0.01876,0.01876,0.01876
120,10748.7,1.35314,1.0006,1.1229,0.53959,0.41783,0.4367,0.27028,1.32972,1.01495,1.08858,0.01858,0.01858,0.01858
121,10831.7,1.33977,0.98539,1.11757,0.54269,0.41458,0.43648,0.27009,1.3288,1.0158,1.08834,0.0184,0.0184,0.0184
122,10912.7,1.33362,0.986,1.13392,0.54873,0.41227,0.43598,0.27017,1.32856,1.01551,1.08828,0.01822,0.01822,0.01822
123,11094,1.34044,0.99165,1.11144,0.54432,0.41606,0.43703,0.27033,1.32754,1.01432,1.08781,0.01804,0.01804,0.01804
124,11173.7,1.34839,1.00748,1.1149,0.54493,0.41586,0.43745,0.27035,1.32713,1.01302,1.08761,0.01786,0.01786,0.01786
125,11255.9,1.34708,0.99592,1.117,0.54658,0.41854,0.43745,0.27078,1.32621,1.01172,1.08734,0.01768,0.01768,0.01768
126,11335.1,1.33538,0.9871,1.11824,0.54018,0.41798,0.4378,0.27075,1.32603,1.0109,1.08696,0.0175,0.0175,0.0175
127,11416.8,1.34444,0.99185,1.11028,0.53838,0.41761,0.43837,0.27032,1.3264,1.01017,1.08709,0.01732,0.01732,0.01732
128,11495.7,1.35255,1.00403,1.11588,0.5413,0.417,0.43856,0.27077,1.32596,1.00904,1.08671,0.01714,0.01714,0.01714
129,11574.8,1.33538,0.9786,1.11838,0.53756,0.41989,0.43846,0.27097,1.32526,1.00895,1.08662,0.01696,0.01696,0.01696
130,11654.7,1.33658,0.97401,1.11456,0.53991,0.41714,0.43852,0.2709,1.32572,1.0083,1.08652,0.01678,0.01678,0.01678
131,11798.8,1.33285,0.97142,1.11622,0.54336,0.41489,0.43882,0.27146,1.32511,1.00764,1.08661,0.0166,0.0166,0.0166
132,11882.2,1.32353,0.96567,1.11156,0.54233,0.41381,0.43835,0.27098,1.32464,1.0074,1.08638,0.01642,0.01642,0.01642
